Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,PerformanceRating,JobSatisfaction,PromotionGapRiskScore,PromotionGapRiskLevel,RetentionOpportunityScore,RetentionOpportunityLevel,RecommendedAction,Attrition
Research & Development,Manufacturing Director,2,5,2,1,4,3,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,4,3,1,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,5,2,1,4,6,3,4,0,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,10,9,9,4,2,3,3,5,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,11,8,5,10,4,3,2,4,Medium,0,Low,No Immediate Action,0
Human Resources,Human Resources,1,2,0,1,2,3,3,2,0,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,12,8,1,7,6,3,2,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,2,2,0,2,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,17,14,12,11,3,4,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,1,1,0,0,2,3,3,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,15,13,5,8,3,3,2,4,Medium,0,Low,No Immediate Action,0
Sales,Sales Representative,1,2,2,1,2,1,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,8,3,7,7,1,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,4,3,1,2,3,3,1,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,3,1,0,3,4,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Director,3,13,8,5,12,3,3,2,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,2,2,2,2,3,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,3,2,1,2,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,10,7,0,8,5,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,9,7,8,1,6,3,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,6,2,4,1,3,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,1,0,0,0,3,3,4,0,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,2,2,2,2,2,3,2,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,2,7,7,1,7,2,3,4,3,Medium,0,Low,No Immediate Action,0
Research & Development,Research Director,3,18,16,1,11,3,3,3,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,14,10,5,7,3,3,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Research Director,3,16,11,6,8,2,4,4,5,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,3,0,4,3,4,3,1,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,9,8,0,0,3,3,4,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,4,3,1,2,2,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,2,2,1,2,6,3,1,0,Low,0,Low,No Immediate Action,0
Research & Development,Manager,5,6,0,1,3,3,3,4,0,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,1,0,1,0,3,3,1,0,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,3,9,7,3,4,2,3,4,4,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,4,2,0,2,3,3,2,0,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,13,12,1,9,2,4,3,3,Medium,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,2,2,2,2,3,3,4,1,Low,0,Low,No Immediate Action,1
Research & Development,Manager,5,22,6,4,14,2,3,3,4,Medium,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,1,10,9,9,8,4,3,3,4,Medium,0,Low,No Immediate Action,1
Research & Development,Manufacturing Director,4,20,7,0,10,3,4,2,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,8,7,1,7,2,4,3,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,15,12,11,11,4,4,4,4,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,4,0,4,5,3,2,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,4,2,1,2,4,3,1,0,Low,0,Low,No Immediate Action,0
Human Resources,Human Resources,3,9,0,1,7,2,3,4,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,10,7,1,9,1,3,4,3,Medium,0,Low,No Immediate Action,0
Sales,Sales Executive,2,6,3,0,1,3,3,3,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,2,6,3,0,0,2,3,4,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,5,3,0,1,3,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,2,2,2,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,2,10,2,0,2,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,3,0,2,2,3,3,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,4,3,1,1,5,3,4,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,4,3,0,3,2,3,2,2,Low,0,Low,No Immediate Action,0
Research & Development,Research Scientist,1,5,4,0,4,3,3,1,1,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,3,3,2,2,0,3,3,1,1,Low,0,Low,No Immediate Action,1
Sales,Sales Executive,4,20,9,9,6,2,3,4,5,Medium,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,9,4,1,7,2,3,1,2,Low,0,Low,No Immediate Action,0
Sales,Sales Representative,1,4,2,0,0,2,3,3,1,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,5,2,0,3,3,3,4,0,Low,0,Low,No Immediate Action,0
Research & Development,Healthcare Representative,3,7,7,1,7,5,3,1,2,Low,0,Low,No Immediate Action,0
Research & Development,Manufacturing Director,2,6,2,0,3,0,4,2,2,Low,0,Low,No Immediate Action,0
Sales,Sales Executive,2,9,6,0,8,3,3,2,2,Low,0,Low,No Immediate Action,0
Research & Development,Laboratory Technician,2,4,3,1,2,3,3,3,1,Low,0,Low,No Immediate Action,0
